,,,,,,,,,,,Vegas,,,
Rk,Team,Date,Over/Under,Temperature,Day,G#,Week,,Opp,Result,Spread,vs. Line,Over/Under,OU Result
9383,SFO,11/3/02,49.5,65,Sun,8,9,@,OAK,W 23-20 (OT),3,covered,49.5,under
9384,SFO,10/27/02,40.5,62,Sun,7,8,,ARI,W 38-28,-8.5,covered,40.5,over
9385,SFO,10/14/02,43.5,64,Mon,5,6,@,SEA,W 28-21,-3,covered,43.5,over
9386,SFO,10/6/02,41.5,72,Sun,4,5,,STL,W 37-13,-6,covered,41.5,over
9387,SFO,9/22/02,44,65,Sun,3,3,,WAS,W 20-10,-10,push,44,under
9388,SFO,9/15/02,44,67,Sun,2,2,,DEN,L 14-24,-3.5,did not cover,44,under
9389,SFO,9/5/02,39,73,Thu,1,1,@,NYG,W 16-13,-4,did not cover,39,under
9390,SFO,12/30/01,39.5,35,Sun,15,16,@,DAL,L 21-27,-6.5,did not cover,39.5,over
9391,SFO,12/22/01,40,51,Sat,14,15,,PHI,W 13-3,-3,covered,40,under
9392,SFO,12/16/01,43,52,Sun,13,14,,MIA,W 21-0,-3.5,covered,43,under
9393,SFO,12/2/01,44.5,45,Sun,11,12,,BUF,W 35-0,-8.5,covered,44.5,under
9394,SFO,11/18/01,43,60,Sun,9,10,@,CAR,W 25-22 (OT),-7,did not cover,43,over
9395,SFO,11/11/01,45,68,Sun,8,9,,NOR,W 28-27,-3,did not cover,45,over
9396,SFO,11/4/01,47,64,Sun,7,8,,DET,W 21-13,-8.5,did not cover,47,under
9397,SFO,10/28/01,39,46,Sun,6,7,@,CHI,L 31-37 (OT),2,did not cover,39,over
9398,SFO,10/7/01,45,52,Sun,4,4,,CAR,W 24-14,-6.5,covered,45,under
9399,SFO,10/1/01,44.5,52,Mon,3,3,@,NYJ,W 19-17,3,covered,44.5,under
9400,SFO,9/23/01,50,59,Sun,2,2,,STL,L 26-30,6,covered,50,over
9401,SFO,9/9/01,46,68,Sun,1,1,,ATL,W 16-13 (OT),-3.5,did not cover,46,under
9402,SFO,12/23/00,48.5,45,Sat,16,17,@,DEN,L 9-38,7,did not cover,48.5,under
9403,SFO,12/17/00,45.5,58,Sun,15,16,,CHI,W 17-0,-6,covered,45.5,under
9404,SFO,12/10/00,47.5,55,Sun,14,15,,NOR,L 27-31,-3,did not cover,47.5,over
9405,SFO,12/3/00,44,66,Sun,13,14,@,SDG,W 45-17,-2.5,covered,44,over
9406,SFO,11/19/00,47.5,57,Sun,12,12,,ATL,W 16-6,-5.5,covered,47.5,under
9407,SFO,11/12/00,52,54,Sun,11,11,,KAN,W 21-7,3.5,covered,52,under
9408,SFO,10/29/00,63,60,Sun,9,9,,STL,L 24-34,7,did not cover,63,under
9409,SFO,10/22/00,50,76,Sun,8,8,@,CAR,L 16-34,3,did not cover,50,push
9410,SFO,10/15/00,49.5,54,Sun,7,7,@,GNB,L 28-31,4.5,covered,49.5,over
9411,SFO,10/8/00,48.5,66,Sun,6,6,,OAK,L 28-34 (OT),4.5,did not cover,48.5,over
9412,SFO,10/1/00,47.5,72,Sun,5,5,,ARI,W 27-20,-3.5,covered,47.5,under
9413,SFO,9/24/00,47,64,Sun,4,4,@,DAL,W 41-24,6.5,covered,47,over
9414,SFO,9/10/00,48,63,Sun,2,2,,CAR,L 22-38,3,did not cover,48,over
9415,STL,1/3/16,37.5,53,Sun,16,17,@,SFO,L 16-19 (OT),-3.5,did not cover,37.5,under
9416,STL,12/27/15,40,37,Sun,15,16,@,SEA,W 23-17,12,covered,40,push
9417,STL,11/29/15,42,41,Sun,11,12,@,CIN,L 7-31,8.5,did not cover,42,under
9418,STL,11/22/15,42,47,Sun,10,11,@,BAL,L 13-16,2.5,did not cover,42,under
9419,STL,11/8/15,40,51,Sun,8,9,@,MIN,L 18-21 (OT),1,did not cover,40,under
9420,STL,10/11/15,45.5,67,Sun,5,5,@,GNB,L 10-24,9,did not cover,45.5,under
9421,STL,9/20/15,41,72,Sun,2,2,@,WAS,L 10-24,-3,did not cover,41,under
9422,STL,12/28/14,41.5,43,Sun,16,17,@,SEA,L 6-20,11,did not cover,41.5,under
9423,STL,12/7/14,44.5,45,Sun,13,14,@,WAS,W 24-0,-3,covered,44.5,under
9424,STL,11/23/14,43.5,72,Sun,11,12,@,SDG,L 24-27,5,covered,43.5,over
9425,STL,11/2/14,44,61,Sun,8,9,@,SFO,W 13-10,10.5,covered,44,under
9426,STL,10/26/14,44,70,Sun,7,8,@,KAN,L 7-34,7,did not cover,44,under
9427,STL,10/5/14,47.5,59,Sun,4,5,@,PHI,L 28-34,6.5,covered,47.5,over
9428,STL,9/14/14,38,88,Sun,2,2,@,TAM,W 19-17,5.5,covered,38,under
9429,STL,12/29/13,41,40,Sun,16,17,@,SEA,L 9-27,12.5,did not cover,41,under
9430,STL,12/1/13,40.5,59,Sun,12,13,@,SFO,L 13-23,7.5,did not cover,40.5,under
9431,STL,10/20/13,42,68,Sun,7,7,@,CAR,L 15-30,7,did not cover,42,over
9432,STL,12/30/12,42.5,41,Sun,16,17,@,SEA,L 13-20,12,covered,42.5,under
9433,STL,12/23/12,44,59,Sun,15,16,@,TAM,W 28-13,3,covered,44,under
9434,STL,12/9/12,42.5,37,Sun,13,14,@,BUF,W 15-12,3,covered,42.5,under
9435,STL,11/11/12,38,55,Sun,9,10,@,SFO,T 24-24 (OT),13,covered,38,over
9436,STL,10/28/12,46,49,Sun,8,8,,NWE,L 7-45,7,did not cover,46,over
9437,STL,10/14/12,38,84,Sun,6,6,@,MIA,L 14-17,5,covered,38,under
9438,STL,9/23/12,42,56,Sun,3,3,@,CHI,L 6-23,7,did not cover,42,under
9439,STL,12/24/11,34,36,Sat,15,16,@,PIT,L 0-27,10,did not cover,34,under
9440,STL,12/12/11,37,40,Mon,13,14,@,SEA,L 13-30,9.5,did not cover,37,over
9441,STL,12/4/11,38.5,53,Sun,12,13,@,SFO,L 0-26,14.5,did not cover,38.5,under
9442,STL,11/13/11,36.5,60,Sun,9,10,@,CLE,W 13-12,3,covered,36.5,under
9443,STL,10/16/11,47.5,57,Sun,5,6,@,GNB,L 3-24,14,did not cover,47.5,under
9444,STL,9/19/11,44,60,Mon,2,2,@,NYG,L 16-28,7,did not cover,44,push
9445,STL,1/2/11,41.5,34,Sun,16,17,@,SEA,L 6-16,-3,did not cover,41.5,under
9446,STL,11/28/10,45,45,Sun,11,12,@,DEN,W 36-33,3,covered,45,over
9447,STL,11/14/10,39,74,Sun,9,10,@,SFO,L 20-23 (OT),4.5,covered,39,over
9448,STL,10/24/10,39,84,Sun,7,7,@,TAM,L 17-18,3,covered,39,under
9449,STL,9/19/10,37.5,72,Sun,2,2,@,OAK,L 14-16,3,covered,37.5,under
9450,STL,12/27/09,43.5,58,Sun,15,16,@,ARI,L 10-31,16,did not cover,43.5,under
9451,STL,12/13/09,40,54,Sun,13,14,@,TEN,L 7-47,14,did not cover,40,over
9452,STL,12/6/09,41,36,Sun,12,13,@,CHI,L 9-17,9,covered,41,under
9453,STL,10/18/09,42.5,57,Sun,6,6,@,JAX,L 20-23 (OT),9.5,covered,42.5,over
9454,STL,10/4/09,36.5,60,Sun,4,4,@,SFO,L 0-35,9.5,did not cover,36.5,under
9455,STL,9/20/09,37,72,Sun,2,2,@,WAS,L 7-9,10,covered,37,under
9456,STL,9/13/09,41,73,Sun,1,1,@,SEA,L 0-28,7,did not cover,41,under
9457,STL,12/7/08,48.5,63,Sun,13,14,@,ARI,L 10-34,14.5,did not cover,48.5,under
9458,STL,11/16/08,43.5,75,Sun,10,11,@,SFO,L 16-35,7,did not cover,43.5,over
9459,STL,11/9/08,43.5,53,Sun,9,10,@,NYJ,L 3-47,9.5,did not cover,43.5,over
9460,STL,10/26/08,41,61,Sun,7,8,@,NWE,L 16-23,9,covered,41,under
9461,STL,10/12/08,44,72,Sun,5,6,@,WAS,W 19-17,13.5,covered,44,under
9462,STL,9/21/08,44.5,59,Sun,3,3,@,SEA,L 13-37,8,did not cover,44.5,over
9463,STL,9/7/08,44,80,Sun,1,1,@,PHI,L 3-38,8,did not cover,44,under
9464,STL,12/30/07,49,60,Sun,16,17,@,ARI,L 19-48,6,did not cover,49,over
9465,STL,12/9/07,45.5,38,Sun,13,14,@,CIN,L 10-19,10,covered,45.5,under
9466,STL,11/18/07,39.5,54,Sun,10,11,@,SFO,W 13-9,-3,covered,39.5,under
9467,STL,10/21/07,39.5,52,Sun,7,7,@,SEA,L 6-33,7.5,did not cover,39.5,under
9468,STL,10/14/07,36.5,68,Sun,6,6,@,BAL,L 3-22,9,did not cover,36.5,under
9469,STL,9/30/07,47,85,Sun,4,4,@,DAL,L 7-35,13,did not cover,47,under
9470,STL,9/23/07,38.5,86,Sun,3,3,@,TAM,L 3-24,3.5,did not cover,38.5,under
9471,STL,12/17/06,39.5,52,Sun,14,15,@,OAK,W 20-0,2,covered,39.5,under
9472,STL,11/19/06,44.5,58,Sun,10,11,@,CAR,L 0-15,6.5,did not cover,44.5,under
9473,STL,11/12/06,43.5,48,Sun,9,10,@,SEA,L 22-24,3,covered,43.5,over
9474,STL,10/29/06,46,72,Sun,7,8,@,SDG,L 24-38,9,did not cover,46,over
9475,STL,10/8/06,46.5,69,Sun,5,5,@,GNB,W 23-20,-2.5,covered,46.5,under
9476,STL,9/17/06,44.5,68,Sun,2,2,@,SFO,L 13-20,-3,did not cover,44.5,under
9477,STL,1/1/06,43,75,Sun,16,17,@,DAL,W 20-10,12.5,covered,43,under
9478,STL,11/27/05,44.5,78,Sun,11,12,@,HOU,W 33-27 (OT),-3.5,covered,44.5,over
9479,STL,11/13/05,48.5,47,Sun,9,10,@,SEA,L 16-31,7,did not cover,48.5,under
9480,STL,10/2/05,46,78,Sun,4,4,@,NYG,L 24-44,3,did not cover,46,over
9481,STL,9/18/05,44,94,Sun,2,2,@,ARI,W 17-12,-1,covered,44,under
9482,STL,9/11/05,46,65,Sun,1,1,@,SFO,L 25-28,-4.5,did not cover,46,over
9483,STL,12/19/04,41.5,75,Sun,14,15,@,ARI,L 7-31,-3,did not cover,41.5,under
9484,STL,12/12/04,44.5,53,Sun,13,14,@,CAR,L 7-20,7,did not cover,44.5,under
9485,STL,11/29/04,51,28,Mon,11,12,@,GNB,L 17-45,7,did not cover,51,over
9486,STL,11/21/04,40,50,Sun,10,11,@,BUF,L 17-37,2,did not cover,40,over
9487,STL,10/24/04,37.5,82,Sun,7,7,@,MIA,L 14-31,-5,did not cover,37.5,over
9488,STL,10/10/04,44,57,Sun,5,5,@,SEA,W 33-27 (OT),8,covered,44,over
9489,STL,10/3/04,44,59,Sun,4,4,@,SFO,W 24-14,-4,covered,44,under
9490,STL,12/8/03,43.5,35,Mon,13,14,@,CLE,W 26-20,-5.5,covered,43.5,over
9491,STL,11/23/03,44,58,Sun,11,12,@,ARI,W 30-27 (OT),-7,did not cover,44,over
9492,STL,11/16/03,41,48,Sun,10,11,@,CHI,W 23-21,-6,did not cover,41,over
9493,STL,11/2/03,44,58,Sun,8,9,@,SFO,L 10-30,-5,did not cover,44,under
9494,STL,10/26/03,45.5,59,Sun,7,8,@,PIT,W 33-21,1,covered,45.5,over
9495,STL,9/21/03,47,63,Sun,3,3,@,SEA,L 23-24,3,covered,47,push
9496,STL,9/7/03,46.5,78,Sun,1,1,@,NYG,L 13-23,-1,did not cover,46.5,under
9497,STL,12/22/02,48,45,Sun,15,16,@,SEA,L 10-30,2.5,did not cover,48,under
9498,STL,12/8/02,45.5,38,Sun,13,14,@,KAN,L 10-49,4.5,did not cover,45.5,over
9499,STL,12/1/02,38,34,Sun,12,13,@,PHI,L 3-10,-2,did not cover,38,under
9500,STL,11/24/02,41,55,Sun,11,12,@,WAS,L 17-20,-3.5,did not cover,41,under
9501,STL,11/3/02,43.5,76,Sun,8,9,@,ARI,W 27-14,-5,covered,43.5,under
9502,STL,10/6/02,41.5,72,Sun,5,5,@,SFO,L 13-37,6,did not cover,41.5,over
9503,STL,9/23/02,44,79,Mon,3,3,@,TAM,L 14-26,-1.5,did not cover,44,under
9504,STL,9/8/02,51,83,Sun,1,1,@,DEN,L 16-23,-3,did not cover,51,under
9505,STL,12/23/01,46.5,51,Sun,14,15,@,CAR,W 38-32,-12.5,did not cover,46.5,over
9506,STL,11/18/01,46.5,49,Sun,9,10,@,NWE,W 24-17,-8.5,did not cover,46.5,under
9507,STL,10/21/01,46.5,70,Sun,6,6,@,NYJ,W 34-14,-7,covered,46.5,over
9508,STL,9/23/01,50,59,Sun,2,2,@,SFO,W 30-26,-6,did not cover,50,over
9509,STL,9/9/01,46,82,Sun,1,1,@,PHI,W 20-17 (OT),-3,push,46,under
9510,STL,12/18/00,49,49,Mon,15,16,@,TAM,L 35-38,-1,did not cover,49,over
9511,STL,12/3/00,58,34,Sun,13,14,@,CAR,L 3-16,-8,did not cover,58,under
9512,STL,11/12/00,48.5,54,Sun,10,11,@,NYG,W 38-24,-2,covered,48.5,over
9513,STL,10/29/00,63,60,Sun,8,9,@,SFO,W 34-24,-7,covered,63,under
9514,STL,10/22/00,56,64,Sun,7,8,@,KAN,L 34-54,-7,did not cover,56,over
9515,STL,9/10/00,46,55,Sun,2,2,@,SEA,W 37-34,-7.5,did not cover,46,over
9516,TAM,11/10/24,50.5,85,Sun,10,10,,SFO,L 20-23,6.5,covered,50.5,under
9517,TAM,11/4/24,45.5,63,Mon,9,9,@,KAN,L 24-30 (OT),9,covered,45.5,over
9518,TAM,10/27/24,45.5,79,Sun,8,8,,ATL,L 26-31,2.5,did not cover,45.5,over
9519,TAM,10/21/24,50,80,Mon,7,7,,BAL,L 31-41,3.5,did not cover,50,over
9520,TAM,10/13/24,41.5,76,Sun,6,6,@,NOR,W 51-27,-3.5,covered,41.5,over
9521,TAM,10/3/24,44,0,Thu,5,5,@,ATL,L 30-36 (OT),1.5,did not cover,44,over
9522,TAM,9/29/24,42.5,88,Sun,4,4,,PHI,W 33-16,1,covered,42.5,over
9523,TAM,9/22/24,41,85,Sun,3,3,,DEN,L 7-26,-6,did not cover,41,under
9524,TAM,9/15/24,51.5,68,Sun,2,2,@,DET,W 20-16,7.5,covered,51.5,under
9525,TAM,9/8/24,42.5,93,Sun,1,1,,WAS,W 37-20,-3.5,covered,42.5,over
9526,TAM,1/7/24,37,54,Sun,17,18,@,CAR,W 9-0,-4,covered,37,under
9527,TAM,12/31/23,42,66,Sun,16,17,,NOR,L 13-23,-2.5,did not cover,42,under
9528,TAM,12/24/23,43.5,72,Sun,15,16,,JAX,W 30-12,1,covered,43.5,under
9529,TAM,12/17/23,42.5,42,Sun,14,15,@,GNB,W 34-20,3.5,covered,42.5,over
9530,TAM,12/10/23,41,68,Sun,13,14,@,ATL,W 29-25,1,covered,41,over
9531,TAM,12/3/23,36.5,81,Sun,12,13,,CAR,W 21-18,-3.5,did not cover,36.5,over
9532,TAM,11/26/23,45.5,37,Sun,11,12,@,IND,L 20-27,2.5,did not cover,45.5,over
9533,TAM,11/19/23,41,65,Sun,10,11,@,SFO,L 14-27,13,push,41,push
9534,TAM,11/12/23,38.5,85,Sun,9,10,,TEN,W 20-6,-2.5,covered,38.5,under
9535,TAM,11/5/23,36.5,80,Sun,8,9,@,HOU,L 37-39,2.5,covered,36.5,over
9536,TAM,10/26/23,43.5,66,Thu,7,8,@,BUF,L 18-24,10,covered,43.5,under
9537,TAM,10/22/23,37.5,79,Sun,6,7,,ATL,L 13-16,-3,did not cover,37.5,under
9538,TAM,10/15/23,43.5,77,Sun,5,6,,DET,L 6-20,3,did not cover,43.5,under
9539,TAM,10/1/23,41,82,Sun,4,4,@,NOR,W 26-9,4.5,covered,41,under
9540,TAM,9/25/23,44,90,Mon,3,3,,PHI,L 11-25,6,did not cover,44,under
9541,TAM,9/17/23,42,89,Sun,2,2,,CHI,W 27-17,-2.5,covered,42,over
9542,TAM,9/10/23,45.5,67,Sun,1,1,@,MIN,W 20-17,4.5,covered,45.5,under
9543,TAM,1/8/23,40.5,57,Sun,17,18,@,ATL,L 17-30,4,did not cover,40.5,over
9544,TAM,1/1/23,40.5,75,Sun,16,17,,CAR,W 30-24,-3.5,covered,40.5,over
9545,TAM,12/25/22,40.5,66,Sun,15,16,@,ARI,W 19-16 (OT),-7.5,did not cover,40.5,under
9546,TAM,12/18/22,45,66,Sun,14,15,,CIN,L 23-34,3.5,did not cover,45,over
9547,TAM,12/11/22,37.5,54,Sun,13,14,@,SFO,L 7-35,3.5,did not cover,37.5,over
9548,TAM,12/5/22,41,69,Mon,12,13,,NOR,W 17-16,-3,did not cover,41,under
9549,TAM,11/27/22,42,56,Sun,11,12,@,CLE,L 17-23 (OT),-3,did not cover,42,under
9550,TAM,11/13/22,45,54,Sun,10,10,,SEA,W 21-16,-2.5,covered,45,under
9551,TAM,11/6/22,42.5,88,Sun,9,9,,LAR,W 16-13,-3,push,42.5,under
9552,TAM,10/27/22,45.5,79,Thu,8,8,,BAL,L 22-27,-1.5,did not cover,45.5,over
9553,TAM,10/23/22,39.5,67,Sun,7,7,@,CAR,L 3-21,-13,did not cover,39.5,under
9554,TAM,10/16/22,46,62,Sun,6,6,@,PIT,L 18-20,-9.5,did not cover,46,under
9555,TAM,10/9/22,46.5,83,Sun,5,5,,ATL,W 21-15,-10,did not cover,46.5,under
9556,TAM,10/2/22,46,75,Sun,4,4,,KAN,L 31-41,-1,did not cover,46,over
9557,TAM,9/25/22,42,88,Sun,3,3,,GNB,L 12-14,-1,did not cover,42,under
9558,TAM,9/18/22,44,85,Sun,2,2,@,NOR,W 20-10,-2.5,covered,44,under
9559,TAM,9/11/22,50,81,Sun,1,1,@,DAL,W 19-3,-2,covered,50,under
9560,TAM,1/9/22,41.5,80,Sun,17,18,,CAR,W 41-17,-9,covered,41.5,over
9561,TAM,1/2/22,45.5,57,Sun,16,17,@,NYJ,W 28-24,-13.5,did not cover,45.5,over
9562,TAM,12/26/21,43,73,Sun,15,16,@,CAR,W 32-6,-9.5,covered,43,under
9563,TAM,12/19/21,45.5,75,Sun,14,15,,NOR,L 0-9,-11.5,did not cover,45.5,under
9564,TAM,12/12/21,54.5,82,Sun,13,14,,BUF,W 33-27 (OT),-3.5,covered,54.5,over
9565,TAM,12/5/21,50.5,59,Sun,12,13,@,ATL,W 30-17,-10.5,covered,50.5,under
9566,TAM,11/28/21,53.5,41,Sun,11,12,@,IND,W 38-31,-3,covered,53.5,over
9567,TAM,11/22/21,50,68,Mon,10,11,,NYG,W 30-10,-11,covered,50,under
9568,TAM,11/14/21,51,47,Sun,9,10,@,WAS,L 19-29,-9.5,did not cover,51,under
9569,TAM,10/31/21,49,72,Sun,8,8,@,NOR,L 27-36,-4.5,did not cover,49,over
9570,TAM,10/24/21,47,83,Sun,7,7,,CHI,W 38-3,-11.5,covered,47,under
9571,TAM,10/14/21,52.5,74,Thu,6,6,@,PHI,W 28-22,-7,did not cover,52.5,under
9572,TAM,10/10/21,48,84,Sun,5,5,,MIA,W 45-17,-10,covered,48,over
9573,TAM,10/3/21,49.5,62,Sun,4,4,@,NWE,W 19-17,-7,did not cover,49.5,under
9574,TAM,9/26/21,55.5,66,Sun,3,3,@,LAR,L 24-34,-1.5,did not cover,55.5,over
9575,TAM,9/19/21,51.5,85,Sun,2,2,,ATL,W 48-25,-12.5,covered,51.5,over
9576,TAM,9/9/21,52,82,Thu,1,1,,DAL,W 31-29,-8.5,did not cover,52,over
9577,TAM,1/3/21,51.5,65,Sun,16,17,,ATL,W 44-27,-7.5,covered,51.5,over
9578,TAM,12/26/20,54,68,Sat,15,16,@,DET,W 47-7,-9.5,covered,54,push
9579,TAM,12/20/20,49.5,72,Sun,14,15,@,ATL,W 31-27,-6,did not cover,49.5,over
9580,TAM,12/13/20,52,78,Sun,13,14,,MIN,W 26-14,-7,covered,52,under
9581,TAM,11/29/20,56,81,Sun,12,12,,KAN,L 24-27,3.5,covered,56,under
9582,TAM,11/23/20,47.5,69,Mon,11,11,,LAR,L 24-27,-4,did not cover,47.5,over
9583,TAM,11/15/20,49.5,65,Sun,10,10,@,CAR,W 46-23,-6,covered,49.5,over
9584,TAM,11/8/20,51,77,Sun,9,9,,NOR,L 3-38,-3,did not cover,51,under
9585,TAM,11/2/20,47,39,Mon,8,8,@,NYG,W 25-23,-13,did not cover,47,over
9586,TAM,10/25/20,51.5,75,Sun,7,7,@,LVR,W 45-20,-3.5,covered,51.5,over
9587,TAM,10/18/20,55,88,Sun,6,6,,GNB,W 38-10,3,covered,55,under
9588,TAM,10/8/20,44,57,Thu,5,5,@,CHI,L 19-20,-3.5,did not cover,44,under
9589,TAM,10/4/20,42.5,75,Sun,4,4,,LAC,W 38-31,-7.5,did not cover,42.5,over
9590,TAM,9/27/20,42.5,55,Sun,3,3,@,DEN,W 28-10,-6,covered,42.5,under
9591,TAM,9/20/20,47,85,Sun,2,2,,CAR,W 31-17,-7.5,covered,47,over
9592,TAM,9/13/20,48.5,86,Sun,1,1,@,NOR,L 23-34,4,did not cover,48.5,over
9593,TAM,12/29/19,48,78,Sun,16,17,,ATL,L 22-28 (OT),-1,did not cover,48,over
9594,TAM,12/21/19,50,73,Sat,15,16,,HOU,L 20-23,3,push,50,under
9595,TAM,12/15/19,46,68,Sun,14,15,@,DET,W 38-17,-5.5,covered,46,over
9596,TAM,12/8/19,46.5,78,Sun,13,14,,IND,W 38-35,-3,push,46.5,over
9597,TAM,11/17/19,50.5,55,Sun,10,11,,NOR,L 17-34,5,did not cover,50.5,over
9598,TAM,11/10/19,51,77,Sun,9,10,,ARI,W 30-27,-5.5,did not cover,51,over
9599,TAM,11/3/19,51,54,Sun,8,9,@,SEA,L 34-40 (OT),4,did not cover,51,over
9600,TAM,10/27/19,45.5,59,Sun,7,8,@,TEN,L 23-27,2,did not cover,45.5,over
9601,TAM,10/13/19,48.5,61,Sun,6,6,,CAR,L 26-37,2,did not cover,48.5,over
9602,TAM,10/6/19,46,85,Sun,5,5,@,NOR,L 24-31,3,did not cover,46,over
9603,TAM,9/29/19,48.5,74,Sun,4,4,@,LAR,W 55-40,9,covered,48.5,over
9604,TAM,9/22/19,48,88,Sun,3,3,,NYG,L 31-32,-5,did not cover,48,over
9605,TAM,9/12/19,48,85,Thu,2,2,@,CAR,W 20-14,6.5,covered,48,under
9606,TAM,9/8/19,51,93,Sun,1,1,,SFO,L 17-31,-1,did not cover,51,under
9607,TAM,12/30/18,51.5,80,Sun,16,17,,ATL,L 32-34,2.5,covered,51.5,over
9608,TAM,12/23/18,48,52,Sun,15,16,@,DAL,L 20-27,7.5,covered,48,under
9609,TAM,12/16/18,45,43,Sun,14,15,@,BAL,L 12-20,8.5,covered,45,under
9610,TAM,12/9/18,54,71,Sun,13,14,,NOR,L 14-28,10,did not cover,54,under
9611,TAM,12/2/18,52,81,Sun,12,13,,CAR,W 24-17,3.5,covered,52,under
9612,TAM,11/25/18,54.5,77,Sun,11,12,,SFO,W 27-9,-1.5,covered,54.5,under
9613,TAM,11/18/18,53.5,42,Sun,10,11,@,NYG,L 35-38,3,push,53.5,over
9614,TAM,11/11/18,51,82,Sun,9,10,,WAS,L 3-16,-3.5,did not cover,51,under
9615,TAM,11/4/18,55.5,62,Sun,8,9,@,CAR,L 28-42,6,did not cover,55.5,over
9616,TAM,10/28/18,55,55,Sun,7,8,@,CIN,L 34-37,3.5,covered,55,over
9617,TAM,10/21/18,52.5,79,Sun,6,7,,CLE,W 26-23 (OT),-3.5,did not cover,52.5,under
9618,TAM,9/30/18,46,66,Sun,4,4,@,CHI,L 10-48,3,did not cover,46,over
9619,TAM,9/24/18,55,77,Mon,3,3,,PIT,L 27-30,-1,did not cover,55,over
9620,TAM,9/16/18,46.5,91,Sun,2,2,,PHI,W 27-21,3,covered,46.5,over
9621,TAM,9/9/18,50,86,Sun,1,1,@,NOR,W 48-40,10,covered,50,over
9622,TAM,12/31/17,49,71,Sun,16,17,,NOR,W 31-24,6,covered,49,over
9623,TAM,12/24/17,46.5,55,Sun,15,16,@,CAR,L 19-22,10,covered,46.5,under
9624,TAM,12/18/17,49.5,71,Mon,14,15,,ATL,L 21-24,7,covered,49.5,under
9625,TAM,12/10/17,47.5,55,Sun,13,14,,DET,L 21-24,0,did not cover,47.5,under
9626,TAM,12/3/17,45,42,Sun,12,13,@,GNB,L 20-26 (OT),3,did not cover,45,over
9627,TAM,11/19/17,44,81,Sun,10,11,@,MIA,W 30-20,-1,covered,44,over
9628,TAM,11/12/17,44.5,79,Sun,9,10,,NYJ,W 15-10,-1,covered,44.5,under
9629,TAM,11/5/17,54,79,Sun,8,9,@,NOR,L 10-30,7,did not cover,54,under
9630,TAM,10/29/17,46,63,Sun,7,8,,CAR,L 3-17,-1.5,did not cover,46,under
9631,TAM,10/22/17,46.5,74,Sun,6,7,@,BUF,L 27-30,3,push,46.5,over
9632,TAM,10/5/17,54.5,76,Thu,4,5,,NWE,L 14-19,3.5,did not cover,54.5,under
9633,TAM,10/1/17,45.5,91,Sun,3,4,,NYG,W 25-23,-2.5,did not cover,45.5,over
9634,TAM,9/17/17,44,88,Sun,1,2,,CHI,W 29-7,-7,covered,44,under
9635,TAM,1/1/17,44.5,81,Sun,16,17,,CAR,W 17-16,-3,did not cover,44.5,under
9636,TAM,12/24/16,53,76,Sat,15,16,@,NOR,L 24-31,3,did not cover,53,over
9637,TAM,12/11/16,52,79,Sun,13,14,,NOR,W 16-11,-2,covered,52,under
9638,TAM,12/4/16,49,72,Sun,12,13,@,SDG,W 28-21,3.5,covered,49,push
9639,TAM,11/27/16,46,81,Sun,11,12,,SEA,W 14-5,5,covered,46,under
9640,TAM,11/20/16,45,46,Sun,10,11,@,KAN,W 19-17,7,covered,45,under
9641,TAM,11/13/16,45,81,Sun,9,10,,CHI,W 36-10,2.5,covered,45,over
9642,TAM,11/3/16,49,76,Thu,8,9,,ATL,L 28-43,4.5,did not cover,49,over
9643,TAM,10/30/16,48,86,Sun,7,8,,OAK,L 24-30 (OT),-1,did not cover,48,over
9644,TAM,10/23/16,45,68,Sun,6,7,@,SFO,W 34-17,1,covered,45,over
9645,TAM,10/10/16,46.5,66,Mon,5,5,@,CAR,W 17-14,6,covered,46.5,under
9646,TAM,10/2/16,43,88,Sun,4,4,,DEN,L 7-27,3.5,did not cover,43,under
9647,TAM,9/25/16,40.5,91,Sun,3,3,,LAR,L 32-37,-3.5,did not cover,40.5,over
9648,TAM,1/3/16,46,54,Sun,16,17,@,CAR,L 10-38,10,did not cover,46,over
9649,TAM,12/27/15,45,83,Sun,15,16,,CHI,L 21-26,-3,did not cover,45,over
9650,TAM,12/13/15,50.5,81,Sun,13,14,,NOR,L 17-24,-4.5,did not cover,50.5,under
9651,TAM,12/6/15,46,79,Sun,12,13,,ATL,W 23-19,-1,covered,46,under
9652,TAM,11/22/15,44.5,48,Sun,10,11,@,PHI,W 45-17,6,covered,44.5,over
9653,TAM,11/15/15,43,79,Sun,9,10,,DAL,W 10-6,-1,covered,43,under
9654,TAM,11/8/15,49.5,80,Sun,8,9,,NYG,L 18-32,1,did not cover,49.5,over
9655,TAM,10/25/15,42.5,64,Sun,6,7,@,WAS,L 30-31,3,covered,42.5,over
9656,TAM,10/11/15,41.5,84,Sun,5,5,,JAX,W 38-31,-2.5,covered,41.5,over
9657,TAM,10/4/15,40,74,Sun,4,4,,CAR,L 23-37,3,did not cover,40,over
9658,TAM,9/27/15,40.5,78,Sun,3,3,@,HOU,L 9-19,6.5,did not cover,40.5,under
9659,TAM,9/20/15,47.5,86,Sun,2,2,@,NOR,W 26-19,10,covered,47.5,under
9660,TAM,9/13/15,41,84,Sun,1,1,,TEN,L 14-42,-3,did not cover,41,over
9661,TAM,12/28/14,46.5,79,Sun,16,17,,NOR,L 20-23,5.5,covered,46.5,under
